ID      CODIGO    MOEDA    VENCIMENTO    TIPOCONTA    SITUACAO    DESCRICAO                                                                                                VALOR       
4       1180      1        10/06/2006    4            1           Transferência Bancária                                                                                   300         
4       1181      1        10/07/2006    4            1           Transferência Bancária                                                                                   300         
4       1182      1        10/08/2006    4            1           Transferência Bancária                                                                                   300         
4       1183      1        10/09/2006    4            1           Transferência Bancária                                                                                   300         
4       1185      1        10/11/2006    4            1           Transferência Bancária                                                                                   300         
4       1186      1        10/12/2006    4            1           Transferência Bancária                                                                                   300         
4       1187      1        10/01/2006    9            1           Taxa                                                                                                     130         
4       1188      1        10/02/2006    9            1           Taxa                                                                                                     156         
4       1189      1        10/03/2006    9            1           Taxa                                                                                                     150         
4       1190      1        10/04/2006    9            1           Taxa                                                                                                     130         
4       1191      1        10/05/2006    9            1           Taxa                                                                                                     130         
4       1192      1        10/06/2006    9            1           Taxa                                                                                                     130         
4       1193      1        10/07/2006    9            1           Taxa                                                                                                     130         
4       1194      1        10/08/2006    9            1           Taxa                                                                                                     130         
4       1195      1        10/09/2006    9            1           Taxa                                                                                                     108         
4       1197      1        10/11/2006    9            1           Taxa                                                                                                     130         
4       1198      1        10/12/2006    9            1           Taxa                                                                                                     130         
4       1199      1        10/01/2006    14           1           <null>                                                                                                   55          
4       1200      1        10/02/2006    14           1                                                                                                                    110         
4       1201      1        10/03/2006    14           1                                                                                                                    100         
4       1202      1        10/04/2006    14           1                                                                                                                    100         
4       1203      1        10/05/2006    14           1                                                                                                                    100         
4       1204      1        10/06/2006    14           1                                                                                                                    110         
4       1205      1        10/07/2006    14           1                                                                                                                    110         
4       1206      1        10/08/2006    14           1                                                                                                                    100         
4       1207      1        10/09/2006    14           1                                                                                                                    110         
4       1209      1        10/11/2006    14           1                                                                                                                    100         
4       1210      1        10/12/2006    14           1                                                                                                                    100         
4       1211      1        10/01/2006    37           1           Unimed                                                                                                   145         
4       1212      1        10/02/2006    37           1           Unimed                                                                                                   145         
4       1213      1        10/03/2006    37           1           Unimed                                                                                                   145         
4       1214      1        10/04/2006    37           1           Unimed                                                                                                   145         
4       1215      1        10/05/2006    37           1           Unimed                                                                                                   145         
4       1216      1        10/06/2006    37           1           Unimed                                                                                                   145         
4       1217      1        10/07/2006    37           1           Unimed                                                                                                   145         
4       1218      1        10/08/2006    37           1           Unimed                                                                                                   145         
4       1219      1        10/09/2006    37           1           Unimed                                                                                                   145         
4       1221      1        10/11/2006    37           1           Unimed                                                                                                   145         
4       1222      1        10/12/2006    37           1           Unimed                                                                                                   145         
4       1223      1        10/01/2006    37           1           Unimev                                                                                                   16          
4       1224      1        10/02/2006    37           1           Unimev                                                                                                   16          
4       1225      1        10/03/2006    37           1           Unimev                                                                                                   16          
4       1226      1        10/04/2006    37           1           Unimev                                                                                                   16          
4       1227      1        10/05/2006    37           1           Unimev                                                                                                   16          
4       1228      1        10/06/2006    37           1           Unimev                                                                                                   16          
4       1229      1        10/07/2006    37           1           Unimev                                                                                                   16          
4       1230      1        10/08/2006    37           1           Unimev                                                                                                   16          
4       1235      1        10/01/2006    37           1           Interdent                                                                                                50          
4       1236      1        10/02/2006    37           1           Interdent                                                                                                50          
4       1237      1        10/03/2006    37           1           Interdent                                                                                                50          
4       1238      1        10/04/2006    37           1           Interdent                                                                                                50          
4       1239      1        10/05/2006    37           1           Interdent                                                                                                50          
4       1240      1        10/06/2006    37           1           Interdent                                                                                                50          
4       1241      1        10/07/2006    37           1           Interdent                                                                                                50          
4       1242      1        10/08/2006    37           1           Interdent                                                                                                50          
4       1243      1        10/09/2006    37           1           Interdent                                                                                                50          
4       1245      1        10/11/2006    37           1           Interdent                                                                                                50          
4       1246      1        10/12/2006    37           1           Interdent                                                                                                50          
4       1247      1        10/01/2006    12           1           Tabernáculus                                                                                             95          
4       1248      1        10/02/2006    12           1           Tabernáculus                                                                                             120         
4       1249      1        10/03/2006    12           1           Tabernáculus                                                                                             112         
4       1250      1        10/04/2006    12           1           Tabernáculus                                                                                             170         
4       1251      1        10/05/2006    12           1           Tabernáculus                                                                                             125         
4       1252      1        10/06/2006    12           1           Tabernáculus                                                                                             165         
4       1253      1        10/07/2006    12           1           Tabernáculus                                                                                             78          
4       1254      1        10/08/2006    12           1           Tabernáculus                                                                                             70          
4       1255      1        10/09/2006    12           1           Tabernáculus                                                                                             125         
4       1257      1        10/11/2006    12           1           Tabernáculus                                                                                             125         
4       1258      1        10/12/2006    12           1           Tabernáculus                                                                                             125         
4       1259      1        10/01/2006    38           1           Gatos (Piteco e Xumbico)                                                                                 80          
4       1260      1        10/02/2006    38           1           Gatos (Piteco e Xumbico)                                                                                 80          
4       1261      1        10/03/2006    38           1           Gatos (Piteco e Xumbico)                                                                                 80          
4       1262      1        10/04/2006    38           1           Gatos (Piteco e Xumbico)                                                                                 80          
4       1263      1        10/05/2006    38           1           Gatos (Piteco e Xumbico)                                                                                 80          
4       1264      1        10/06/2006    38           1           Gatos (Piteco e Xumbico)                                                                                 80          
4       1265      1        10/07/2006    38           1           Gatos (Piteco e Xumbico)                                                                                 80          
4       1266      1        10/08/2006    38           1           Gatos (Piteco e Xumbico)                                                                                 80          
4       1267      1        10/09/2006    38           1           Gatos (Piteco e Xumbico)                                                                                 100         
4       1269      1        10/11/2006    38           1           Gatos (Piteco e Xumbico)                                                                                 80          
4       1270      1        10/12/2006    38           1           Gatos (Piteco e Xumbico)                                                                                 80          
4       1271      1        10/01/2006    10           1           São Paulo (2x)                                                                                           0           
4       1272      1        10/01/2006    10           1           São João da Boa Vista                                                                                    0           
4       1273      1        10/02/2006    10           1           São João da Boa Vista                                                                                    100         
4       1274      1        10/03/2006    10           1           São João da Boa Vista                                                                                    100         
4       1275      1        10/04/2006    10           1           São João da Boa Vista                                                                                    0           
4       1276      1        10/05/2006    10           1           São João da Boa Vista                                                                                    100         
4       1277      1        10/06/2006    10           1           São João da Boa Vista                                                                                    0           
4       1278      1        10/07/2006    10           1           São João da Boa Vista                                                                                    100         
4       1279      1        10/08/2006    10           1           São João da Boa Vista                                                                                    0           
4       1280      1        10/09/2006    10           1           São João da Boa Vista                                                                                    0           
4       1282      1        10/11/2006    10           1           São João da Boa Vista                                                                                    100         
4       1283      1        10/12/2006    10           1           São João da Boa Vista                                                                                    100         
4       1284      1        10/01/2006    11           1           Passe Escolar - Dri                                                                                      30          
4       1285      1        10/02/2006    11           1           Passe Escolar - Dri                                                                                      30          
4       1286      1        10/03/2006    11           1           Passe Escolar - Dri                                                                                      30          
4       1287      1        10/04/2006    11           1           Passe Escolar - Dri                                                                                      30          
4       1288      1        10/05/2006    11           1           Passe Escolar - Dri                                                                                      30          
4       1289      1        10/06/2006    11           1           Passe Escolar - Dri                                                                                      30          
4       1290      1        10/07/2006    11           1           Passe Escolar - Dri                                                                                      30          
4       1291      1        10/08/2006    11           1           Passe Escolar - Dri                                                                                      30          
4       1292      1        10/09/2006    11           1           Passe Escolar - Dri                                                                                      30          
4       1294      1        10/11/2006    11           1           Passe Escolar - Dri                                                                                      30          
4       1295      1        10/12/2006    11           1           Passe Escolar - Dri                                                                                      30          
4       1296      1        20/07/2006    23           1           Participação nos Lucros e Resultados                                                                     132         
4       1297      1        10/02/2006    39           1           Transferência                                                                                            1000        
4       1298      1        10/02/2006    5            1           <null>                                                                                                   20          
4       1299      1        10/03/2006    5            1                                                                                                                    20          
4       1300      1        10/04/2006    5            1                                                                                                                    20          
4       1301      1        10/05/2006    5            1                                                                                                                    20          
4       1302      1        10/06/2006    5            1                                                                                                                    20          
4       1303      1        10/07/2006    5            1                                                                                                                    20          
4       1304      1        10/08/2006    5            1                                                                                                                    20          
4       1305      1        10/09/2006    5            1                                                                                                                    20          
4       1307      1        10/11/2006    5            1                                                                                                                    20          
4       1308      1        10/12/2006    5            1                                                                                                                    20          
4       1313      1        10/02/2006    11           1           Alan                                                                                                     50          
4       1314      1        10/03/2006    11           1           Alan                                                                                                     50          
4       1315      1        10/04/2006    11           1           Alan                                                                                                     50          
4       1316      1        10/05/2006    11           1           Alan                                                                                                     50          
4       1317      1        10/06/2006    11           1           Alan                                                                                                     50          
4       1318      1        10/07/2006    11           1           Alan                                                                                                     50          
4       1319      1        10/08/2006    11           1           Alan                                                                                                     50          
4       1320      1        10/09/2006    11           1           Alan                                                                                                     50          
4       1322      1        10/11/2006    11           1           Alan                                                                                                     50          
4       1323      1        10/12/2006    11           1           Alan                                                                                                     50          
4       1324      1        10/01/2006    11           1           Passe Escolar - Rodrigo                                                                                  51          
4       1325      1        10/02/2006    11           1           Passe Escolar - Rodrigo                                                                                  51          
4       1326      1        10/03/2006    11           1           Passe Escolar - Rodrigo                                                                                  51          
4       1327      1        10/04/2006    11           1           Passe Escolar - Rodrigo                                                                                  51          
4       1328      1        10/05/2006    11           1           Passe Escolar - Rodrigo                                                                                  51          
4       1329      1        10/06/2006    11           1           Passe Escolar - Rodrigo                                                                                  51          
4       1330      1        10/07/2006    11           1           Passe Escolar - Rodrigo                                                                                  51          
4       1331      1        10/08/2006    11           1           Passe Escolar - Rodrigo                                                                                  51          
4       1332      1        10/09/2006    11           1           Passe Escolar - Rodrigo                                                                                  51          
4       1334      1        10/11/2006    11           1           Passe Escolar - Rodrigo                                                                                  51          
4       1335      1        10/12/2006    11           1           Passe Escolar - Rodrigo                                                                                  51          
4       1336      1        10/02/2006    10           1           São Paulo (2x)                                                                                           100         
4       1337      1        10/03/2006    10           1           São Paulo (2x)                                                                                           150         
4       1338      1        10/04/2006    10           1           São Paulo (2x)                                                                                           150         
4       1339      1        10/05/2006    10           1           São Paulo (2x)                                                                                           150         
4       1340      1        10/06/2006    10           1           São Paulo (2x)                                                                                           150         
4       1341      1        10/07/2006    10           1           São Paulo (2x)                                                                                           150         
4       1342      1        10/08/2006    10           1           São Paulo (2x)                                                                                           150         
4       1343      1        10/09/2006    10           1           São Paulo (2x)                                                                                           150         
4       1345      1        10/11/2006    10           1           São Paulo (2x)                                                                                           150         
4       1346      1        10/12/2006    10           1           São Paulo (2x)                                                                                           150         
4       1347      1        05/02/2006    29           1           Tenis + sandália                                                                                         100         
4       1348      1        05/03/2006    29           1           Tenis + Sandália 2/2                                                                                     100         
4       1349      1        06/02/2006    11           1           Playmobil                                                                                                100         
4       1350      1        27/03/2006    1            1           Celular - 2/4                                                                                            50          
4       1351      1        27/04/2006    1            1           Celular - 3/4                                                                                            50          
4       1352      1        27/05/2006    1            1           Celular 4/4                                                                                              50          
4       1353      1        05/04/2006    40           1           Enalta                                                                                                   55          
4       1354      1        05/04/2006    19           1           Bolsa e Vivian                                                                                           80          
4       1356      1        09/05/2006    11           1           Inscrição de Trabalho - Encontro                                                                         150         
4       1357      1        05/06/2006    32           1           Tênis - Maroca                                                                                           200         
4       1358      1        09/09/2006    24           1           Resgate da poupança                                                                                      300         
4       1360      1        07/11/2006    29           1           Colchão - 3/15                                                                                           100         
4       1361      1        07/12/2006    29           1           Colchão - 4/15                                                                                           100         
4       1362      1        18/01/2007    29           1           Colchão - 5/15                                                                                           100         
4       1363      1        18/02/2007    29           1           Colchão - 6/15                                                                                           100         
4       1364      1        18/03/2007    29           1           Colchão - 7/15                                                                                           100         
4       1365      1        18/04/2007    29           1           Colchão - 8/15                                                                                           100         
4       1366      1        18/05/2007    29           1           Colchão - 9/15                                                                                           100         
4       1367      1        18/06/2007    29           1           Colchão - 10/15                                                                                          100         
4       1368      1        18/07/2007    29           1           Colchão - 11/15                                                                                          100         
4       1369      1        18/08/2007    29           1           Colchão - 12/15                                                                                          100         
4       1370      1        18/09/2007    29           1           Colchão - 13/15                                                                                          100         
4       1371      1        18/10/2007    29           1           Colchão - 14/15                                                                                          100         
4       1372      1        18/11/2007    29           1           Colchão - 15/15                                                                                          100         
4       1680      1        01/10/2006    14           1           Academia                                                                                                 100         
4       1681      1        01/10/2006    3            1           Luz                                                                                                      1300        
4       1682      1        20/10/2006    1            1           Fixo                                                                                                     100         
4       1374      1        08/01/2007    4            1           <null>                                                                                                   300         
4       1375      1        08/02/2007    4            1                                                                                                                    300         
4       1376      1        08/03/2007    4            1                                                                                                                    300         
4       1377      1        08/04/2007    4            1                                                                                                                    300         
4       1378      1        08/05/2007    4            1                                                                                                                    300         
4       1379      1        08/06/2007    4            1                                                                                                                    300         
4       1380      1        08/07/2007    4            1                                                                                                                    300         
4       1381      1        08/08/2007    4            1                                                                                                                    300         
4       1382      1        08/09/2007    4            1                                                                                                                    300         
4       1383      1        08/10/2007    4            1                                                                                                                    300         
4       1384      1        08/11/2007    4            1                                                                                                                    300         
4       1385      1        08/12/2007    4            1                                                                                                                    300         
4       1386      1        09/01/2007    9            1           <null>                                                                                                   120         
4       1389      1        09/02/2007    9            1                                                                                                                    120         
4       1390      1        09/03/2007    9            1                                                                                                                    120         
4       1391      1        09/04/2007    9            1                                                                                                                    120         
4       1392      1        09/05/2007    9            1                                                                                                                    120         
4       1393      1        09/06/2007    9            1                                                                                                                    120         
4       1394      1        09/07/2007    9            1                                                                                                                    120         
4       1395      1        09/08/2007    9            1                                                                                                                    120         
4       1396      1        09/09/2007    9            1                                                                                                                    120         
4       1397      1        09/10/2007    9            1                                                                                                                    120         
4       1398      1        09/11/2007    9            1                                                                                                                    120         
4       1399      1        09/12/2007    9            1                                                                                                                    120         
4       1400      1        05/01/2007    23           0           Enalta                                                                                                   2030        
4       1401      1        05/02/2007    23           0           Enalta                                                                                                   2030        
4       1402      1        05/03/2007    23           0           Enalta                                                                                                   2030        
4       1403      1        05/04/2007    23           0           Enalta                                                                                                   2030        
4       1404      1        05/05/2007    23           0           Enalta                                                                                                   2030        
4       1405      1        05/06/2007    23           0           Enalta                                                                                                   2030        
4       1406      1        05/07/2007    23           0           Enalta                                                                                                   2030        
4       1407      1        05/08/2007    23           0           Enalta                                                                                                   2030        
4       1408      1        05/09/2007    23           0           Enalta                                                                                                   2030        
4       1409      1        05/10/2007    23           0           Enalta                                                                                                   2030        
4       1410      1        05/11/2007    23           0           Enalta                                                                                                   2030        
4       1411      1        05/12/2007    23           0           Enalta                                                                                                   2030        
4       1412      1        07/01/2007    3            1           <null>                                                                                                   80          
4       1413      1        07/02/2007    3            1                                                                                                                    80          
4       1414      1        07/03/2007    3            1                                                                                                                    80          
4       1415      1        07/04/2007    3            1                                                                                                                    80          
4       1416      1        07/05/2007    3            1                                                                                                                    80          
4       1417      1        07/06/2007    3            1                                                                                                                    80          
4       1418      1        07/07/2007    3            1                                                                                                                    80          
4       1419      1        07/08/2007    3            1                                                                                                                    80          
4       1420      1        07/09/2007    3            1                                                                                                                    80          
4       1421      1        07/10/2007    3            1                                                                                                                    80          
4       1422      1        07/11/2007    3            1                                                                                                                    80          
4       1423      1        07/12/2007    3            1                                                                                                                    80          
4       1424      1        07/01/2007    1            1           Fixo                                                                                                     80          
4       1425      1        07/02/2007    1            1           Fixo                                                                                                     80          
4       1426      1        07/03/2007    1            1           Fixo                                                                                                     80          
4       1427      1        07/04/2007    1            1           Fixo                                                                                                     80          
4       1428      1        07/05/2007    1            1           Fixo                                                                                                     80          
4       1429      1        07/06/2007    1            1           Fixo                                                                                                     80          
4       1430      1        07/07/2007    1            1           Fixo                                                                                                     80          
4       1431      1        07/08/2007    1            1           Fixo                                                                                                     80          
4       1432      1        07/09/2007    1            1           Fixo                                                                                                     80          
4       1433      1        07/10/2007    1            1           Fixo                                                                                                     80          
4       1434      1        07/11/2007    1            1           Fixo                                                                                                     80          
4       1435      1        07/12/2007    1            1           Fixo                                                                                                     80          
4       1436      1        07/01/2007    5            1           <null>                                                                                                   20          
4       1437      1        07/02/2007    5            1                                                                                                                    20          
4       1438      1        07/03/2007    5            1                                                                                                                    20          
4       1439      1        07/04/2007    5            1                                                                                                                    20          
4       1440      1        07/05/2007    5            1                                                                                                                    20          
4       1441      1        07/06/2007    5            1                                                                                                                    20          
4       1442      1        07/07/2007    5            1                                                                                                                    20          
4       1443      1        07/08/2007    5            1                                                                                                                    20          
4       1444      1        07/09/2007    5            1                                                                                                                    20          
4       1445      1        07/10/2007    5            1                                                                                                                    20          
4       1446      1        07/11/2007    5            1                                                                                                                    20          
4       1447      1        07/12/2007    5            1                                                                                                                    20          
